UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Tool Wear Failure,Heat Dissipation Failure,Power Failure,Overstrain Failure,Random Failure,install_date,idle_time,cycle_time
7464,H36877,H,300.1,311.4,1518,46.9,87,0,0,0,0,0,0,09-03-2015,64,43.84
7465,L54644,L,300.1,311.3,1535,42.3,92,0,0,0,0,0,0,13-07-2024,31,173.25
7466,M22325,M,300.1,311.4,1390,52.1,94,0,0,0,0,0,0,20-09-2021,72,108.04
7467,H36880,H,300.3,311.6,1801,23.6,97,0,0,0,0,0,0,06-07-2015,80,62.03
7468,H36881,H,300.3,311.6,1463,41.6,102,0,0,0,0,0,0,23-09-2016,72,254.68
7469,L54648,L,300.3,311.6,1560,37.7,107,0,0,0,0,0,0,02-12-2017,91,280.88
7470,L54649,L,300.3,311.6,1607,33.5,109,0,0,0,0,0,0,23-11-2015,105,205.96
7471,L54650,L,300.4,311.6,1332,54.6,111,0,0,0,0,0,0,09-05-2015,84,275.57
7472,L54651,L,300.3,311.7,1365,53.3,113,0,0,0,0,0,0,01-09-2023,112,275.86
7473,M22332,M,300.3,311.6,1617,32.5,115,0,0,0,0,0,0,17-10-2015,36,176.08
7474,M22333,M,300.3,311.6,1304,62.8,118,0,0,0,0,0,0,02-04-2021,31,107
7475,L54654,L,300.3,311.7,1989,22.3,121,0,0,0,0,0,0,08-04-2020,21,62.56
7476,H36889,H,300.3,311.6,1339,53.4,123,0,0,0,0,0,0,16-02-2015,70,276.78
7477,L54656,L,300.2,311.5,1492,41.8,128,0,0,0,0,0,0,12-04-2020,12,63.95
7478,M22337,M,300.1,311.3,1518,40.2,130,0,0,0,0,0,0,31-01-2024,100,178.51
7479,L54658,L,300.1,311.3,1479,39.5,133,0,0,0,0,0,0,18-03-2017,46,282.07
7480,M22339,M,300.1,311.3,1523,34.1,135,0,0,0,0,0,0,07-09-2016,99,28.54
7481,M22340,M,300.2,311.4,1570,35.3,138,0,0,0,0,0,0,22-12-2015,100,236.07
7482,H36895,H,300.2,311.4,1506,36.1,141,0,0,0,0,0,0,11-12-2022,56,130.38
7483,M22342,M,300.2,311.6,1510,47.5,146,0,0,0,0,0,0,01-07-2017,113,79.14
7484,L54663,L,300.2,311.6,1671,28.8,149,0,0,0,0,0,0,18-07-2017,43,51.02
7485,M22344,M,300.3,311.6,1312,53.4,151,0,0,0,0,0,0,22-02-2015,72,50.79
7486,L54665,L,300.3,311.6,1595,38.8,154,0,0,0,0,0,0,03-10-2016,31,259.45
7487,L54666,L,300.3,311.7,1635,31.8,156,0,0,0,0,0,0,30-07-2018,88,210.42
7488,L54667,L,300.3,311.7,1707,33.6,158,0,0,0,0,0,0,12-06-2017,20,69.72
7489,L54668,L,300.3,311.7,1545,43.5,160,0,0,0,0,0,1,18-04-2020,53,210.41
7490,M22349,M,300.2,311.6,1751,28,162,0,0,0,0,0,0,04-07-2022,3,254.86
7491,M22350,M,300.4,311.8,1707,30,165,0,0,0,0,0,0,13-03-2022,35,185.82
7492,L54671,L,300.4,311.8,1320,57.9,168,0,0,0,0,0,0,14-08-2018,14,289.28
7493,M22352,M,300.3,311.7,1319,51.4,170,0,0,0,0,0,0,19-07-2019,61,242.47
7494,L54673,L,300.2,311.7,1448,54.2,173,0,0,0,0,0,0,03-03-2024,7,104.16
7495,L54674,L,300.2,311.8,1436,48.2,175,0,0,0,0,0,0,12-09-2015,27,273.32
7496,L54675,L,300.3,311.9,1609,34,177,0,0,0,0,0,0,06-06-2015,14,105.79
7497,L54676,L,300.2,311.8,1464,44.5,179,0,0,0,0,0,0,03-08-2018,107,58.6
7498,M22357,M,300.3,311.8,1483,45.1,181,0,0,0,0,0,0,22-04-2024,25,66.45
7499,M22358,M,300.2,311.8,1748,28.5,184,0,0,0,0,0,0,25-12-2023,83,163.41
7500,L54679,L,300.3,311.8,1746,26.3,187,0,0,0,0,0,0,29-05-2020,112,177.25
7501,L54680,L,300.2,311.8,1410,51.4,189,0,0,0,0,0,0,25-12-2021,94,112.31
7502,L54681,L,300.2,311.7,1640,30.8,191,0,0,0,0,0,0,13-06-2024,8,280.73
7503,H36916,H,300.3,311.7,1655,29.9,193,0,0,0,0,0,0,27-12-2022,75,297.34
7504,M22363,M,300.3,311.7,1646,28.9,198,0,0,0,0,0,0,28-07-2020,1,31.23
7505,L54684,L,300.4,311.8,1589,42,201,0,0,0,0,0,0,31-08-2018,75,265.22
7506,L54685,L,300.5,311.9,1546,39.4,203,0,0,0,0,0,0,13-02-2018,94,44.84
7507,L54686,L,300.5,311.9,1511,41.8,205,0,0,0,0,0,0,22-06-2021,68,124.57
7508,L54687,L,300.5,311.9,1750,28.3,207,0,0,0,0,0,0,22-10-2018,98,262.56
7509,M22368,M,300.5,311.9,1730,27.5,209,0,0,0,0,0,0,30-12-2024,14,221.66
7510,L54689,L,300.6,311.9,1372,60.1,212,1,0,0,0,1,0,04-05-2017,82,184.73
7511,L54690,L,300.5,311.8,1524,38.9,214,1,1,0,0,0,0,23-02-2022,94,299.28
7512,L54691,L,300.4,311.8,1601,36.1,0,0,0,0,0,0,0,21-10-2023,19,227
7513,M22372,M,300.5,311.8,1636,34.4,2,0,0,0,0,0,0,03-04-2022,32,274.99
7514,L54693,L,300.4,311.8,2261,14.9,5,0,0,0,0,0,0,08-07-2018,59,163.14
7515,L54694,L,300.4,311.8,1636,32.3,7,0,0,0,0,0,0,29-10-2020,15,279.7
7516,M22375,M,300.4,311.9,1335,58.3,9,0,0,0,0,0,0,31-03-2020,118,173.97
7517,M22376,M,300.3,311.7,1236,57.5,12,0,0,0,0,0,0,25-12-2017,24,26.49
7518,L54697,L,300.3,311.7,1445,47.3,15,0,0,0,0,0,0,26-08-2015,57,147.79
7519,L54698,L,300.2,311.5,1500,40.8,17,0,0,0,0,0,0,31-01-2016,118,24.59
7520,L54699,L,300.2,311.6,1999,21,19,0,0,0,0,0,0,23-12-2018,44,170.51
7521,L54700,L,300.2,311.6,1529,35.5,21,0,0,0,0,0,0,11-08-2019,28,285.25
7522,M22381,M,300.2,311.6,1467,40.7,23,0,0,0,0,0,0,01-04-2016,6,20.96
7523,L54702,L,300.1,311.5,1334,54,26,0,0,0,0,0,0,27-04-2024,117,50.86
7524,M22383,M,300.1,311.5,1343,46.2,28,0,0,0,0,0,0,08-03-2018,59,215.45
7525,L54704,L,300.2,311.5,1639,31.1,31,0,0,0,0,0,0,13-02-2015,30,124.8
7526,H36939,H,300.1,311.5,1383,49.1,33,0,0,0,0,0,0,25-10-2018,107,100.18
7527,L54706,L,300.1,311.4,1660,31.4,38,0,0,0,0,0,0,01-10-2021,54,260.78
7528,L54707,L,300.1,311.3,1470,45.2,40,0,0,0,0,0,0,23-01-2022,111,153.75
7529,M22388,M,300.1,311.3,1748,26.6,42,0,0,0,0,0,0,24-05-2019,73,212.57
7530,L54709,L,300.1,311.4,1467,35.7,45,0,0,0,0,0,0,27-01-2015,18,197.21
7531,M22390,M,300.1,311.4,1617,39.3,47,0,0,0,0,0,0,25-07-2019,16,289.13
7532,H36945,H,300.1,311.4,1377,56.7,50,0,0,0,0,0,0,11-03-2024,47,94.54
7533,M22392,M,300,311.3,1629,32.1,55,0,0,0,0,0,0,13-04-2023,58,191.98
7534,L54713,L,300,311.2,1504,37.9,58,0,0,0,0,0,0,20-02-2016,76,38.08
7535,L54714,L,300,311.2,1418,47.3,60,0,0,0,0,0,0,19-07-2020,98,102.88
7536,L54715,L,300,311.2,1629,31.7,62,0,0,0,0,0,0,13-08-2015,68,58.15
7537,L54716,L,300.1,311.3,2579,12.5,64,1,0,0,1,0,0,25-07-2016,52,263.45
7538,L54717,L,300.1,311.3,1305,64.7,66,0,0,0,0,0,0,07-08-2021,86,224.79
7539,M22398,M,300.2,311.4,1450,38.5,68,0,0,0,0,0,0,05-12-2018,32,147.29
7540,L54719,L,300.2,311.3,1487,36.9,71,0,0,0,0,0,0,01-02-2023,64,78.67
7541,M22400,M,300.2,311.3,1587,31.2,73,0,0,0,0,0,0,01-10-2015,29,104.22
7542,M22401,M,300.3,311.5,1528,40.9,76,0,0,0,0,0,0,21-09-2016,47,78.03
7543,M22402,M,300.4,311.6,1401,49.9,79,0,0,0,0,0,0,17-09-2024,78,192.03
7544,L54723,L,300.3,311.5,1446,45,82,0,0,0,0,0,0,21-11-2018,39,121.3
7545,L54724,L,300.2,311.4,1425,44.2,84,0,0,0,0,0,0,20-10-2020,103,120.08
7546,L54725,L,300.2,311.4,1891,22.6,86,0,0,0,0,0,0,20-02-2023,88,184.92
7547,H36960,H,300.2,311.5,1454,42.8,88,0,0,0,0,0,0,06-11-2020,97,281.96
7548,L54727,L,300.1,311.4,1430,40.9,93,0,0,0,0,0,0,14-05-2015,86,174.5
7549,L54728,L,300.2,311.4,1495,43.6,95,0,0,0,0,0,0,06-07-2017,58,174.93
7550,L54729,L,300.3,311.4,1544,41.6,97,0,0,0,0,0,0,29-06-2024,88,33.32
7551,M22410,M,300.3,311.4,1554,34.3,99,0,0,0,0,0,0,22-02-2023,36,68.45
7552,M22411,M,300.2,311.3,1491,37.3,102,0,0,0,0,0,0,30-09-2020,48,150.63
7553,L54732,L,300.3,311.3,1525,40.7,105,0,0,0,0,0,0,21-02-2017,41,196.93
7554,L54733,L,300.3,311.3,1505,39.6,107,0,0,0,0,0,0,20-01-2017,68,274.69
7555,M22414,M,300.3,311.4,1371,50.2,109,0,0,0,0,0,0,30-04-2024,114,204.11
7556,L54735,L,300.3,311.3,1332,60.5,112,0,0,0,0,0,0,09-11-2018,33,103.86
7557,L54736,L,300.3,311.4,1471,37,114,0,0,0,0,0,0,30-09-2021,14,119.39
7558,M22417,M,300.4,311.5,1750,27.3,116,0,0,0,0,0,0,18-12-2020,60,250.79
7559,M22418,M,300.3,311.4,1386,48.1,119,0,0,0,0,0,0,11-06-2016,79,125.82
7560,M22419,M,300.4,311.4,1355,56.2,122,0,0,0,0,0,0,13-09-2018,86,70.6
7561,M22420,M,300.3,311.3,1377,53.8,125,0,0,0,0,0,0,24-10-2021,49,51.53
7562,L54741,L,300.3,311.1,1388,49.4,128,0,0,0,0,0,0,04-06-2016,67,269.52
7563,M22422,M,300.3,311.1,1350,58.7,130,0,0,0,0,0,0,28-08-2017,18,189.9
7564,M22423,M,300.4,311.2,1831,23.4,133,0,0,0,0,0,0,04-05-2022,116,147.06
7565,M22424,M,300.3,311.2,1381,65.2,136,1,0,0,1,0,0,28-06-2023,93,250.15
7566,M22425,M,300.3,311.2,1783,25.6,139,0,0,0,0,0,0,18-05-2016,37,104.21
7567,L54746,L,300.3,311,1613,34.7,142,0,0,0,0,0,0,17-10-2021,64,257.05
7568,M22427,M,300.2,311,2370,14.7,144,0,0,0,0,0,0,04-09-2022,43,268.87
7569,L54748,L,300.2,311,1627,33.7,147,0,0,0,0,0,0,12-12-2023,19,206.64
7570,L54749,L,300.2,311,1255,71.8,149,1,0,0,1,0,0,13-02-2023,56,149.69
7571,H36984,H,300.2,311,1777,27.5,151,0,0,0,0,0,0,29-01-2023,52,152.06
7572,L54751,L,300.3,311.1,1606,30.9,156,0,0,0,0,0,0,17-03-2016,27,212.07
7573,L54752,L,300.3,311.1,1676,28.6,158,0,0,0,0,0,0,01-06-2021,106,23.26
7574,L54753,L,300.3,311.1,1605,37.1,160,0,0,0,0,0,0,21-05-2016,34,277.16
7575,L54754,L,300.4,311.1,1487,37.4,162,0,0,0,0,0,0,10-06-2024,24,254.63
7576,L54755,L,300.4,311.2,1471,46.5,164,0,0,0,0,0,0,24-06-2019,24,294.39
7577,M22436,M,300.3,311.1,1477,44.2,166,0,0,0,0,0,0,19-12-2020,98,89.25
7578,L54757,L,300.4,311.2,1530,32,169,0,0,0,0,0,0,21-09-2020,93,148.09
7579,L54758,L,300.4,311.2,1673,28.9,171,0,0,0,0,0,0,08-04-2018,56,32.45
7580,L54759,L,300.4,311.2,1436,56.8,173,0,0,0,0,0,0,17-01-2022,55,119.03
7581,L54760,L,300.4,311.3,1495,51.2,175,0,0,0,0,0,0,12-01-2023,92,37.27
7582,M22441,M,300.4,311.2,1366,56.1,177,0,0,0,0,0,0,01-05-2020,115,182.93
7583,H36996,H,300.4,311.2,1489,45.3,180,0,0,0,0,0,0,06-02-2018,32,159.95
7584,L54763,L,300.3,311.1,1480,46.6,185,0,0,0,0,0,0,16-09-2016,6,53.27
7585,L54764,L,300.4,311.2,1472,37.3,187,0,0,0,0,0,0,06-05-2023,115,223.53
7586,L54765,L,300.4,311.1,1397,50.8,189,0,0,0,0,0,0,11-11-2021,50,74.21
7587,L54766,L,300.4,311.1,1589,35.5,191,0,0,0,0,0,0,07-06-2018,96,90.29
7588,L54767,L,300.4,311.1,1405,54.1,193,0,0,0,0,0,0,23-01-2024,29,125.74
7589,L54768,L,300.4,311.1,2013,20.1,195,0,0,0,0,0,0,12-05-2021,6,36.42
7590,L54769,L,300.4,311,1802,26,197,0,0,0,0,0,0,15-02-2024,103,192.3
7591,M22450,M,300.4,311,1433,46.1,199,0,0,0,0,0,0,02-03-2016,78,169.9
7592,M22451,M,300.5,311.1,1296,61.3,202,1,0,0,0,1,0,17-08-2018,62,293.6
7593,M22452,M,300.5,311.2,1551,36.6,205,0,0,0,0,0,0,05-01-2024,35,44.42
7594,L54773,L,300.5,311.2,1270,67.5,208,1,0,0,0,1,0,02-10-2017,21,262.61
7595,L54774,L,300.6,311.3,1531,38.5,0,0,0,0,0,0,0,15-08-2016,41,102.21
7596,H37009,H,300.5,311.2,1397,45.2,2,0,0,0,0,0,0,14-01-2023,84,52.21
7597,L54776,L,300.5,311.1,1547,37.2,7,0,0,0,0,0,0,28-12-2018,105,42.99
7598,L54777,L,300.5,311,2074,18.9,9,0,0,0,0,0,0,25-06-2021,101,233.93
7599,L54778,L,300.5,311.1,1491,42.6,11,0,0,0,0,0,0,17-02-2022,2,178.13
7600,L54779,L,300.5,311,1759,28.3,13,0,0,0,0,0,0,11-05-2021,28,252.06
7601,M22460,M,300.4,311,1595,35.4,15,0,0,0,0,0,0,07-03-2024,105,97.66
7602,L54781,L,300.4,311.2,1351,62,18,0,0,0,0,0,0,18-05-2015,14,211.19
7603,L54782,L,300.4,311.2,1705,28.7,20,0,0,0,0,0,0,05-06-2024,114,117.72
7604,L54783,L,300.4,311.2,1406,43.6,22,0,0,0,0,0,0,18-07-2020,46,86.7
7605,L54784,L,300.4,311.3,1639,34.6,24,0,0,0,0,0,0,23-08-2016,62,120.07
7606,H37019,H,300.4,311.3,2026,20.3,26,0,0,0,0,0,0,24-02-2022,84,186.51
7607,M22466,M,300.4,311.3,1350,56.5,31,0,0,0,0,0,0,26-01-2019,87,266.23
7608,M22467,M,300.5,311.3,1468,41.1,34,0,0,0,0,0,0,23-03-2022,79,169.21
7609,L54788,L,300.5,311.4,1642,27.1,37,0,0,0,0,0,0,26-03-2022,20,187.2
7610,L54789,L,300.5,311.3,1490,41.8,39,0,0,0,0,0,0,09-11-2021,50,253.21
7611,M22470,M,300.5,311.3,1507,43.4,41,0,0,0,0,0,0,01-06-2023,24,296.5
7612,L54791,L,300.5,311.4,1611,32.7,44,0,0,0,0,0,0,10-02-2019,36,181.53
7613,M22472,M,300.5,311.4,1743,27.6,46,0,0,0,0,0,0,07-11-2024,27,74.78
7614,L54793,L,300.5,311.3,1475,46.3,49,0,0,0,0,0,0,20-11-2016,109,241.32
7615,L54794,L,300.5,311.4,1432,47.5,51,0,0,0,0,0,0,17-04-2024,77,264.71
7616,L54795,L,300.5,311.4,1442,47,53,0,0,0,0,0,0,22-07-2015,61,136.5
7617,M22476,M,300.6,311.4,1468,40.4,55,0,0,0,0,0,0,02-04-2021,34,124.5
7618,L54797,L,300.5,311.4,1556,45.3,58,0,0,0,0,0,0,24-05-2022,111,93.95
7619,M22478,M,300.5,311.4,1312,51.4,60,0,0,0,0,0,0,10-06-2017,3,126.57
7620,L54799,L,300.6,311.5,1459,47,63,0,0,0,0,0,0,22-03-2023,82,113.05
7621,L54800,L,300.5,311.5,1651,36.9,65,0,0,0,0,0,0,25-04-2023,75,100.94
7622,L54801,L,300.5,311.5,1490,38.4,67,0,0,0,0,0,0,20-12-2017,87,229.61
7623,M22482,M,300.6,311.6,1473,31.5,69,0,0,0,0,0,0,19-08-2020,17,49.08
7624,L54803,L,300.6,311.7,1734,29.9,72,0,0,0,0,0,0,25-01-2021,19,257.16
7625,L54804,L,300.6,311.7,1507,45.5,74,0,0,0,0,0,0,29-09-2020,110,271.12
7626,L54805,L,300.6,311.7,1556,34.9,76,0,0,0,0,0,0,14-10-2015,97,220.46
7627,H37040,H,300.5,311.6,1351,53.5,78,0,0,0,0,0,0,10-08-2016,59,111.42
7628,L54807,L,300.5,311.7,1445,44.8,83,0,0,0,0,0,0,02-08-2016,101,281.13
7629,L54808,L,300.5,311.7,1619,32.7,85,0,0,0,0,0,0,10-01-2024,119,198.66
7630,M22489,M,300.5,311.7,1269,64,87,0,0,0,0,0,0,12-02-2015,82,102.96
7631,L54810,L,300.5,311.6,1534,37.7,90,0,0,0,0,0,0,25-10-2022,73,79.13
7632,L54811,L,300.5,311.6,1444,49.3,92,0,0,0,0,0,0,25-05-2021,88,35.96
7633,L54812,L,300.5,311.6,1744,26.8,94,0,0,0,0,0,0,26-06-2020,106,109.6
7634,L54813,L,300.4,311.5,1441,44.6,96,0,0,0,0,0,0,16-06-2019,39,281.19
7635,M22494,M,300.3,311.3,1506,40.7,98,0,0,0,0,0,0,12-09-2024,12,162.09
7636,L54815,L,300.3,311.4,1526,38.5,101,0,0,0,0,0,0,26-05-2022,43,286.72
7637,L54816,L,300.4,311.5,1704,29.7,103,0,0,0,0,0,0,04-11-2023,90,76.47
7638,H37051,H,300.4,311.4,1445,52.4,105,0,0,0,0,0,0,10-07-2018,77,256.1
7639,L54818,L,300.5,311.5,1661,35.9,110,0,0,0,0,0,0,09-04-2016,89,152.89
7640,L54819,L,300.5,311.4,1466,41.8,112,0,0,0,0,0,0,28-08-2018,3,59.17
7641,L54820,L,300.4,311.3,1608,35.1,114,0,0,0,0,0,0,24-10-2023,26,266.69
7642,M22501,M,300.4,311.4,1352,57.3,116,0,0,0,0,0,0,10-08-2023,43,230.42
7643,M22502,M,300.4,311.4,1604,31.7,119,0,0,0,0,0,0,10-10-2020,66,61.64
7644,H37057,H,300.4,311.4,1427,50.7,122,0,0,0,0,0,0,24-07-2015,74,64.41
7645,L54824,L,300.4,311.4,1424,44.6,127,0,0,0,0,0,0,16-09-2020,79,160.59
7646,L54825,L,300.4,311.4,1662,29.3,129,0,0,0,0,0,0,22-01-2020,104,175.31
7647,L54826,L,300.4,311.4,1936,23.9,131,0,0,0,0,0,0,24-01-2017,56,175.25
7648,L54827,L,300.4,311.4,1728,31.7,133,0,0,0,0,0,0,15-11-2024,52,158.24
7649,L54828,L,300.4,311.4,1552,28.8,135,0,0,0,0,0,0,01-11-2020,24,121.96
7650,H37063,H,300.4,311.5,1662,29,137,0,0,0,0,0,0,28-09-2017,24,102.05
7651,L54830,L,300.3,311.4,1343,57.7,142,0,0,0,0,0,0,17-12-2024,22,283.08
7652,M22511,M,300.4,311.5,1476,32.6,144,0,0,0,0,0,0,23-11-2022,4,71.23
7653,L54832,L,300.3,311.4,1346,51.1,147,0,0,0,0,0,0,05-07-2022,98,85.9
7654,L54833,L,300.4,311.5,1492,44.6,149,0,0,0,0,0,0,01-01-2017,9,226.95
7655,M22514,M,300.3,311.5,1540,41.5,151,0,0,0,0,0,0,03-11-2016,69,100.33
7656,L54835,L,300.4,311.5,1596,32.5,154,0,0,0,0,0,0,03-06-2024,69,287.23
7657,L54836,L,300.5,311.6,1541,47.8,156,0,0,0,0,0,0,08-01-2018,102,190.77
7658,L54837,L,300.5,311.6,1661,30,158,0,0,0,0,0,0,24-03-2020,88,207.14
7659,M22518,M,300.4,311.6,1359,55.4,160,0,0,0,0,0,0,06-12-2015,14,176.4
7660,L54839,L,300.5,311.6,1528,42.4,163,0,0,0,0,0,0,08-09-2024,49,74.71
7661,M22520,M,300.5,311.6,1246,52.9,165,0,0,0,0,0,0,16-03-2018,80,191.1
7662,L54841,L,300.5,311.6,1575,32.5,168,0,0,0,0,0,0,04-07-2019,76,277.37
7663,M22522,M,300.5,311.6,1658,30.4,170,0,0,0,0,0,0,11-08-2022,16,216.99
7664,L54843,L,300.5,311.6,1385,54.8,173,0,0,0,0,0,0,28-03-2022,5,201.45
7665,H37078,H,300.5,311.7,1454,50.3,175,0,0,0,0,0,0,29-11-2015,60,90.74
7666,L54845,L,300.5,311.6,1497,40.5,180,0,0,0,0,0,0,18-01-2019,90,86.55
7667,M22526,M,300.6,311.7,1424,50.8,182,0,0,0,0,0,0,13-01-2019,91,21.4
7668,L54847,L,300.6,311.7,1528,43.9,185,0,0,0,0,0,0,19-10-2020,32,48.99
7669,L54848,L,300.6,311.8,1539,37,187,0,0,0,0,0,0,12-02-2023,44,60.15
7670,L54849,L,300.7,311.8,1336,58.4,189,1,0,0,0,1,0,07-07-2018,70,276.32
7671,L54850,L,300.5,311.6,1525,37.6,191,0,0,0,0,0,0,03-12-2021,78,185.92
7672,M22531,M,300.5,311.6,1456,51.1,193,0,0,0,0,0,0,15-04-2016,61,137
7673,M22532,M,300.5,311.7,2141,17.2,196,0,0,0,0,0,0,12-12-2015,43,34.89
7674,M22533,M,300.5,311.6,1476,39.1,199,0,0,0,0,0,0,04-06-2021,101,158.67
7675,L54854,L,300.5,311.6,1509,47.2,202,0,0,0,0,0,0,29-01-2020,13,130.2
7676,L54855,L,300.5,311.6,1447,45.4,204,0,0,0,0,0,0,06-01-2018,74,98.54
7677,L54856,L,300.6,311.7,1448,49.1,206,0,0,0,0,0,0,03-12-2015,15,114.5
7678,L54857,L,300.6,311.7,1428,52.6,208,0,0,0,0,0,0,29-11-2024,21,119.37
7679,M22538,M,300.6,311.7,1389,52.1,210,0,0,0,0,0,0,25-01-2018,24,202.57
7680,L54859,L,300.7,311.7,1635,32.4,213,0,0,0,0,0,0,05-05-2015,4,71.31
7681,L54860,L,300.7,311.7,1395,43.7,215,0,0,0,0,0,0,29-09-2015,81,276.74
7682,L54861,L,300.7,311.8,1443,43.7,217,0,0,0,0,0,0,31-07-2015,36,242.65
7683,M22542,M,300.7,311.7,1412,49.1,219,0,0,0,0,0,0,27-05-2019,5,220.95
7684,L54863,L,300.7,311.7,1524,43.5,222,0,0,0,0,0,0,22-03-2022,97,230.31
7685,M22544,M,300.7,311.8,1407,42.4,224,0,0,0,0,0,0,28-06-2021,41,219.14
7686,L54865,L,300.8,311.7,1397,43.5,227,0,0,0,0,0,0,18-05-2020,45,265.98
7687,M22546,M,300.7,311.7,1504,36.9,229,0,0,0,0,0,0,09-09-2023,66,52.08
7688,M22547,M,300.7,311.7,2097,18.9,232,1,1,0,0,0,0,10-01-2019,96,140.02
7689,L54868,L,300.6,311.7,1553,39.8,0,0,0,0,0,0,0,31-05-2019,0,260.76
7690,L54869,L,300.6,311.7,1432,39.2,2,0,0,0,0,0,0,17-09-2016,18,94.23
7691,M22550,M,300.5,311.6,1577,36.5,4,0,0,0,0,0,0,02-05-2019,66,196.21
7692,M22551,M,300.5,311.5,1370,56.1,7,0,0,0,0,0,0,22-06-2020,7,43.09
7693,H37106,H,300.5,311.6,1506,36.2,10,0,0,0,0,0,0,23-01-2021,3,159.32
7694,L54873,L,300.6,311.6,1964,21.4,15,0,0,0,0,0,0,24-10-2023,105,181.29
7695,H37108,H,300.6,311.7,1500,36.7,17,0,0,0,0,0,0,12-08-2022,102,142.09
7696,L54875,L,300.6,311.7,1488,47.7,22,0,0,0,0,0,0,25-06-2017,119,116.26
7697,H37110,H,300.6,311.5,1282,60.2,24,0,0,0,0,0,0,16-06-2023,95,81.05
7698,L54877,L,300.5,311.4,1400,45.1,29,0,0,0,0,0,0,01-11-2021,117,172.02
7699,L54878,L,300.6,311.5,1419,38.6,31,0,0,0,0,0,0,16-03-2021,69,48.18
7700,M22559,M,300.7,311.5,1441,40.6,33,0,0,0,0,0,0,01-06-2017,46,175.75
7701,M22560,M,300.7,311.6,1348,62.5,36,0,0,0,0,0,0,30-01-2018,37,75.09
7702,H37115,H,300.8,311.7,1468,38.7,39,0,0,0,0,0,0,14-10-2019,56,180.63
7703,M22562,M,300.7,311.7,1701,30.8,44,0,0,0,0,0,0,27-09-2019,14,257.72
7704,H37117,H,300.7,311.7,1864,23.6,47,0,0,0,0,0,0,18-08-2024,74,26.59
7705,M22564,M,300.6,311.6,1630,31.8,52,0,0,0,0,0,0,23-06-2015,47,150.95
7706,L54885,L,300.5,311.5,1316,49.7,55,0,0,0,0,0,0,03-01-2021,91,54.72
7707,L54886,L,300.5,311.5,1708,31.2,57,0,0,0,0,0,0,06-11-2023,104,278.12
7708,H37121,H,300.5,311.4,1679,27.5,59,0,0,0,0,0,0,10-04-2019,77,221.54
7709,L54888,L,300.5,311.4,1709,32.3,64,0,0,0,0,0,0,29-11-2023,108,42.15
7710,L54889,L,300.5,311.4,1445,41.5,66,0,0,0,0,0,0,14-05-2023,17,182.18
7711,M22570,M,300.5,311.4,1390,51.9,68,0,0,0,0,0,0,15-07-2021,23,137.56
7712,L54891,L,300.4,311.4,1309,55.5,71,0,0,0,0,0,0,19-02-2015,25,131.54
7713,L54892,L,300.5,311.5,1499,37.6,73,0,0,0,0,0,0,14-06-2019,17,137.28
7714,M22573,M,300.5,311.4,2072,18.8,75,0,0,0,0,0,0,22-08-2015,114,111.04
7715,L54894,L,300.5,311.5,1487,43,78,0,0,0,0,0,0,08-10-2015,32,161.71
7716,L54895,L,300.5,311.5,1302,49.6,80,0,0,0,0,0,0,02-12-2016,88,183.48
7717,M22576,M,300.5,311.5,1378,48.2,82,0,0,0,0,0,0,08-09-2019,79,246.77
7718,L54897,L,300.5,311.6,1365,53,85,0,0,0,0,0,0,06-07-2022,92,174.46
7719,H37132,H,300.6,311.7,1427,44.6,87,0,0,0,0,0,0,01-07-2018,64,170.54
7720,H37133,H,300.6,311.7,1535,33.3,92,0,0,0,0,0,0,21-04-2021,34,140.75
7721,H37134,H,300.5,311.6,1476,41.7,97,0,0,0,0,0,0,18-04-2018,58,113
7722,L54901,L,300.5,311.6,1425,42.4,102,0,0,0,0,0,0,02-04-2018,25,21.86
7723,L54902,L,300.5,311.7,1409,54.7,104,0,0,0,0,0,0,15-10-2017,49,127.24
7724,L54903,L,300.5,311.6,1730,30.2,106,0,0,0,0,0,0,26-12-2024,1,125.75
7725,M22584,M,300.5,311.6,1454,41.4,108,0,0,0,0,0,0,08-11-2023,12,137.4
7726,L54905,L,300.6,311.7,1744,26.9,111,0,0,0,0,0,0,17-05-2019,25,272.3
7727,M22586,M,300.8,311.9,1761,29,113,0,0,0,0,0,0,15-10-2019,44,48.31
7728,M22587,M,300.7,311.9,1657,30.9,116,0,0,0,0,0,0,28-07-2015,97,201.55
7729,L54908,L,300.7,311.8,1420,47,119,0,0,0,0,0,0,04-11-2015,95,190.58
7730,H37143,H,300.7,311.9,1329,59.2,121,0,0,0,0,0,0,17-01-2019,67,107.47
7731,L54910,L,300.6,311.9,1472,44.2,126,0,0,0,0,0,0,02-11-2016,106,241.46
7732,L54911,L,300.6,312,1566,30.1,128,0,0,0,0,0,0,02-02-2016,36,82.88
7733,L54912,L,300.6,312,1430,42.7,130,0,0,0,0,0,0,18-03-2016,87,40.72
7734,L54913,L,300.6,312,1481,40.9,132,0,0,0,0,0,0,16-08-2016,42,150.7
7735,L54914,L,300.6,312,1670,29.4,134,0,0,0,0,0,0,11-10-2016,9,108.91
7736,L54915,L,300.6,312,1406,55.1,136,0,0,0,0,0,0,05-09-2020,81,167.41
